所管,組織,,,,,,,,,                        項目,平成31年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,083,2,12,3,09,,庁費,"1,075,012","970,610","104,402"
,,,95,083,2,12,3,09,,情報処理業務庁費,"3,125","3,125",0
,,,95,083,2,12,3,09,,産業廃棄物処理業務庁費,"30,118","31,147","△ 1,029"
,,,95,083,2,12,3,09,,厚生労働統計調査費,"19,700","11,436","8,264"
,,,95,083,2,12,3,09,,検定検査費,"35,756","35,762",△ 6
,,,95,083,2,12,3,09,,移転費,"87,138","209,293","△ 122,155"
,,,95,083,2,12,3,09,,土地建物借料,"69,606","70,088",△ 482
,,,95,083,2,12,3,09,,各所修繕,"31,423","31,423",0
,,,95,083,2,12,3,09,,公共施設等維持管理運営費,"56,464","55,946",518
,,,95,199,2,13,3,09,,自動車重量税,"3,181","2,395",786
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"3,784","3,851",△ 67
,,152,,,,,,,都道府県労働局施設費,,"196,370","197,684","△ 1,314"
,,,95,083,1,20,2,08,,施設施工旅費,819,910,△ 91
,,,95,083,1,20,3,09,,施設施工庁費,"13,842","14,837",△ 995
,,,95,083,1,20,4,15,,施設整備費,"181,709","181,937",△ 228
,,153,,,,,,,労働条件確保・改善対策費,,"679,587","660,515","19,072"
,,,95,083,2,11,1,05,,委員手当,"200,101","204,226","△ 4,125"
,,,95,083,2,12,9,06,,諸謝金,"291,046","270,352","20,694"
,,,95,083,2,12,2,08,,職員旅費,"11,937","12,298",△ 361
,,,95,083,2,12,2,08,,監督旅費,"59,200","59,200",0
,,,95,083,2,12,2,08,,委員等旅費,"7,659","7,867",△ 208
,,,95,083,2,12,2,08,,参考人等旅費,985,985,0
,,,95,083,2,12,3,09,,庁費,"108,659","105,587","3,072"
,,158,,,,,,,男女均等雇用対策費,,"115,255","108,343","6,912"
,,,95,083,2,11,1,05,,雇用均等行政特別協助員手当,"96,655","85,744","10,911"
,,,95,083,2,12,9,06,,諸謝金,95,95,0
,,,95,083,2,12,2,08,,職員旅費,"4,929","7,451","△ 2,522"
,,,95,083,2,12,2,08,,委員等旅費,152,542,△ 390
,,,95,083,2,12,3,09,,庁費,"13,424","14,511","△ 1,087"
,,155,,,,,,,個別労働紛争対策費,,"63,047","62,013","1,034"
,,,95,083,2,11,1,05,,委員手当,"59,585","58,771",814
,,,95,083,2,12,9,06,,諸謝金,213,106,107
,,,95,083,2,12,2,08,,職員旅費,"1,412","1,003",409
,,,95,083,2,12,2,08,,委員等旅費,"1,631","2,030",△ 399
,,,95,083,2,12,3,09,,庁費,206,103,103
,,156,,,,,,,職業紹介事業等実施費,,"34,550","35,687","△ 1,137"
,,,95,083,2,12,2,08,,職員旅費,"15,012","16,663","△ 1,651"
,,,95,083,2,12,3,09,,庁費,"19,538","19,024",514
,,157,,,,,,,高齢者等雇用安定・促進費,,"5,537,684","5,563,861","△ 26,177"
,,,95,083,2,12,9,06,,諸謝金,"1,359,325","1,586,081","△ 226,756"
,,,08,085,2,12,9,06,,障害者等雇用安定促進業務諸謝金,"2,496,187","2,547,710","△ 51,523"
,,,95,083,2,12,2,08,,職員旅費,"17,281","17,798",△ 517
,,,08,085,2,12,2,08,,障害者等雇用安定促進業務職員旅費,"16,032","14,035","1,997"
,,,95,083,2,12,2,08,,委員等旅費,"7,004","7,525",△ 521
,,,08,085,2,12,2,08,,障害者等雇用安定促進業務委員等旅費,"23,416","19,371","4,045"
,,,95,083,2,12,3,09,,庁費,"40,069","39,695",374
,,,95,083,2,12,3,09,,高齢者等雇用安定促進業務庁費,"396,861","438,927","△ 42,066"
,,,08,085,2,12,3,09,,障害者等雇用安定促進業務庁費,"814,522","566,097","248,425"
,,,08,085,2,12,3,09,,厚生労働統計調査費,"10,531",0,"10,531"
,,,95,083,2,12,3,09,,土地建物借料,"356,456","326,622","29,834"
,,159,,,,,,,若年者等職業能力開発支援費,,"995,795","1,101,960","△ 106,165"
,,,95,083,2,12,9,06,,諸謝金,501,557,△ 56
,,,95,083,2,12,2,08,,職員旅費,"2,365","2,625",△ 260
,,,95,083,2,12,2,08,,委員等旅費,195,244,△ 49
,,,95,083,2,12,3,09,,庁費,9,9,0
,,,08,085,2,12,5,14,,職業能力開発支援事業委託費,"992,725","1,098,525","△ 105,800"
,中央労働委員会,,,,,,,,,,"1,506,892","1,485,260","21,632"
,,161,,,,,,,中央労働委員会共通費,,"1,159,277","1,128,855","30,422"
,,,95,016,2,11,1,02,,職員基本給,"611,373","593,030","18,343"
,,,95,016,2,11,1,03,,職員諸手当,"332,722","322,575","10,147"
,,,95,016,2,11,1,04,,超過勤務手当,"73,277","75,635","△ 2,358"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"30,924","25,106","5,818"
,,,95,089,2,11,1,05,,児童手当,"3,060","3,480",△ 420
,,,95,016,2,12,3,09,,庁費,"95,011","96,455","△ 1,444"
,,,95,016,2,12,3,09,,各所修繕,"12,910","12,574",336
,,162,,,,,,,労使関係等安定形成促進費,,"347,615","356,405","△ 8,790"
,,,95,016,2,11,1,05,,委員手当,"192,332","199,723","△ 7,391"
,,,95,016,2,12,9,06,,諸謝金,"1,562","1,677",△ 115
,,,95,016,2,12,2,08,,職員旅費,"6,263","6,652",△ 389
,,,95,016,2,12,2,08,,委員等旅費,"14,316","15,764","△ 1,448"
,,,95,016,2,12,2,08,,証人等旅費,890,930,△ 40
,,,95,016,2,12,3,09,,庁費,"90,136","83,505","6,631"
,,,95,016,2,12,3,09,,産業廃棄物処理業務庁費,"34,279","38,600","△ 4,321"
,,,95,016,2,12,3,09,,公益事業等賃金調査費,"7,676","9,369","△ 1,693"
,,,95,199,2,13,3,09,,自動車重量税,35,59,△ 24
,,,95,016,2,95,9,19,,予納金,126,126,0
農林水産省,農林水産本省,,,,,,,,,,"1,579,718,945","1,584,975,150","△ 5,256,205"
,,001,,,,,,,農林水産本省共通費,,"97,720,604","92,761,023","4,959,581"
,,,95,016,2,11,1,02,,職員基本給,"18,196,589","18,071,566","125,023"
,,,95,016,2,11,1,03,,職員諸手当,"9,842,534","9,746,173","96,361"
,,,95,016,2,11,1,04,,超過勤務手当,"3,537,638","3,490,461","47,177"
,,,95,016,2,11,1,05,,委員手当,"38,336","30,125","8,211"
,,,95,016,2,11,1,05,,非常勤職員手当,"154,653","150,361","4,292"
,,,95,016,2,11,1,05,,休職者給与,"544,593","496,144","48,449"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"510,979","516,508","△ 5,529"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"384,777","283,752","101,025"
,,,95,016,2,15,1,05,,公務災害補償費,"427,384","398,935","28,449"
,,,95,016,2,11,1,05,,退職手当,"23,669,270","21,764,806","1,904,464"
,,,95,089,2,11,1,05,,児童手当,"214,500","215,400",△ 900
,,,95,016,2,12,9,06,,諸謝金,"44,937","46,552","△ 1,615"
,,,95,016,2,95,9,07,,褒賞品費,"8,870","8,761",109
,,,95,016,2,12,2,08,,職員旅費,"1,005,865","1,003,720","2,145"
,,,95,016,2,12,2,08,,金融・世界経済首脳会合開催職員旅費,"15,546","1,088","14,458"
,,,95,016,2,12,2,08,,農業協同組合等検査旅費,"82,830","82,121",709
,,,95,059,2,12,2,08,,災害検査旅費,"47,460","48,310",△ 850
,,,95,016,2,12,2,08,,外国留学旅費,"64,758","58,578","6,180"
,,,95,016,2,12,2,08,,赴任旅費,"613,884","608,252","5,632"
,,,95,016,2,12,2,08,,委員等旅費,"79,306","73,213","6,093"
,,,95,016,2,12,3,09,,庁費,"3,379,780","3,172,588","207,192"
,,,95,016,2,12,3,09,,情報処理業務庁費,"4,926,212","2,815,505","2,110,707"
,,,95,016,2,12,3,09,,金融・世界経済首脳会合開催庁費,"462,344","65,602","396,742"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"7,627","7,599",28
,,,95,016,2,12,3,09,,農林水産政策調査費,"4,585","4,570",15
,,,95,016,2,12,3,09,,通信専用料,"2,699","2,674",25
,,,95,016,2,12,3,09,,宿舎撤去費,"20,634","17,752","2,882"
,,,95,016,2,12,3,09,,土地建物借料,"3,089","3,257",△ 168
,,,95,016,2,12,3,09,,各所修繕,"207,639","146,452","61,187"
,,,95,199,2,13,3,09,,自動車重量税,834,965,△ 131
,,,95,016,2,12,5,14,,農林水産政策調査等委託費,"236,296","122,000","114,296"
,,,95,016,2,71,5,16,,農林水産調査研究普及費補助金,"39,670","39,000",670
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"21,415,407","22,035,399","△ 619,992"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"6,638,397","6,357,035","281,362"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,975","2,280",△ 305
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"36,873","35,713","1,160"
,,,95,016,2,12,9,17,,交際費,"1,421","1,408",13
,,,95,016,2,95,9,18,,賠償償還及払戻金,"850,413","836,398","14,015"
,,002,,,,,,,農林水産本省施設費,,"1,552,925","533,944","1,018,981"
,,,95,016,1,20,2,08,,施設施工旅費,109,27,82
,,,95,016,1,20,3,09,,施設施工庁費,"156,046","11,225","144,821"
,,,95,016,1,20,4,15,,施設整備費,"1,396,770","522,692","874,078"
,,003,,,,,,,食品の安全・消費者の信頼確保対策費,,"1,514,580","1,482,977","31,603"
,,,65,061,2,12,9,06,,諸謝金,"5,936","6,330",△ 394
,,,65,061,2,12,2,08,,職員旅費,"196,761","200,665","△ 3,904"
,,,65,061,2,12,2,08,,委員等旅費,"6,704","7,160",△ 456
,,,65,061,2,12,2,08,,外国人招へい旅費,"5,911","3,771","2,140"
,,,65,061,2,12,3,09,,庁費,"377,345","402,949","△ 25,604"
,,,65,061,2,12,3,09,,情報処理業務庁費,"87,895","71,501","16,394"
,,,65,061,2,12,3,09,,通信専用料,102,519,△ 417
,,,65,061,2,12,3,09,,招へい外国人滞在費,"3,465","3,396",69
,,,65,061,2,12,5,14,,食品の安全・消費者の信頼確保対策調査等委託費,"757,913","706,815","51,098"
,,,65,061,2,12,5,14,,食品の安全・消費者の信頼確保対策調査等地方公共団体委託費,"2,400","2,357",43
,,,65,061,2,40,5,16,,食品の安全・消費者の信頼確保対策事業費補助金,"70,148","77,514","△ 7,366"
,,004,,,,,,,独立行政法人農林水産消費安全技術センター運営費,,"6,997,291","6,641,428","355,863"
,,,65,061,2,30,5,16,,独立行政法人農林水産消費安全技術センター運営費交付金,"6,997,291","6,641,428","355,863"
,,006,,,,,,,国産農産物消費拡大対策費,,"423,702","570,335","△ 146,633"
,,,65,061,2,12,9,06,,諸謝金,"7,396","9,266","△ 1,870"
,,,65,061,2,95,9,07,,褒賞品費,555,545,10
,,,65,061,2,12,2,08,,職員旅費,"50,407","51,741","△ 1,334"
,,,65,061,2,12,2,08,,委員等旅費,"3,867","3,845",22
,,,65,061,2,12,3,09,,庁費,"49,603","50,646","△ 1,043"
,,,65,061,2,12,5,14,,国産農産物消費拡大対策調査等委託費,"222,178","357,989","△ 135,811"
,,,65,061,2,40,5,16,,国産農産物消費拡大対策事業費補助金,"89,696","96,303","△ 6,607"
,,007,,,,,,,農林水産物・食品輸出促進対策費,,"4,823,976","4,720,729","103,247"
,,,65,061,2,12,9,06,,諸謝金,"3,522","3,522",0
,,,65,061,2,12,2,08,,職員旅費,"70,371","70,090",281
,,,65,061,2,12,2,08,,委員等旅費,"8,508","8,469",39
,,,65,061,2,12,3,09,,庁費,"42,867","41,167","1,700"
,,,65,061,2,12,3,09,,情報処理業務庁費,"156,706","131,529","25,177"
,,,65,061,2,12,3,09,,農林水産物・食品輸出促進対策調査費,"1,952","1,931",21
,,,65,061,2,12,5,14,,農林水産物・食品輸出促進対策調査等委託費,"642,537","654,346","△ 11,809"
,,,65,061,2,40,5,16,,農林水産物・食品輸出促進対策事業費補助金,"3,897,513","3,809,675","87,838"
,,008,,,,,,,食料安全保障確立対策費,,"20,581,405","20,991,397","△ 409,992"
,,,65,061,2,12,9,06,,諸謝金,"6,290","6,296",△ 6
,,,65,061,2,12,9,06,,政府開発援助諸謝金,147,147,0
,,,65,061,2,12,2,08,,職員旅費,"188,823","170,556","18,267"
,,,65,061,2,12,2,08,,政府開発援助職員旅費,"10,806","10,803",3
,,,65,061,2,12,2,08,,委員等旅費,"10,457","10,335",122
,,,65,061,2,12,2,08,,政府開発援助委員等旅費,"1,043","1,041",2
,,,65,061,2,12,2,08,,外国人招へい旅費,"7,359","8,456","△ 1,097"
,,,65,061,2,12,3,09,,庁費,"169,600","147,427","22,173"
,,,65,061,2,12,3,09,,政府開発援助庁費,"8,589","8,594",△ 5
,,,65,061,2,12,3,09,,食料安全保障確立対策調査費,"138,864","137,672","1,192"
,,,65,061,2,12,3,09,,招へい外国人滞在費,"6,061","6,371",△ 310
,,,65,061,2,12,5,14,,食料安全保障確立対策調査等委託費,"638,371","720,520","△ 82,149"
,,,65,061,2,12,5,14,,政府開発援助食料安全保障確立対策調査等委託費,"143,604","139,660","3,944"
,,,65,061,2,40,5,16,,政府開発援助食料安全保障確立対策事業費補助金,"196,128","204,626","△ 8,498"
,,,65,061,2,40,5,16,,食料安全保障確立対策事業費補助金,"1,877,868","2,191,422","△ 313,554"
,,,65,061,2,71,5,16,,緊急食糧支援事業費補助金,"9,076,123","9,107,473","△ 31,350"
,,,65,061,2,81,5,16,,家畜伝染病予防費負担金,"2,024,345","2,007,714","16,631"
,,,65,061,2,81,5,16,,食料安全保障確立対策推進交付金,"1,859,565","1,959,001","△ 99,436"
,,,65,061,1,82,5,16,,食料安全保障確立対策整備交付金,"157,453","78,623","78,830"
,,,65,061,2,81,5,16,,植物防疫事業交付金,"291,472","290,470","1,002"
,,,65,061,2,40,5,16,,患畜処理手当等交付金,"1,239,284","1,223,286","15,998"
,,,65,061,2,72,5,16,,国際捕鯨委員会等分担金,"704,435","655,122","49,313"
,,,65,061,2,72,5,16,,国際連合食糧農業機関等拠出金,"252,036","262,848","△ 10,812"
,,,65,061,2,72,5,16,,政府開発援助国際連合食糧農業機関等拠出金,"1,572,682","1,642,934","△ 70,252"
,,009,,,,,,,食料安全保障確立対策費食料安定供給特別会計へ繰入,,"89,000,000","86,300,000","2,700,000"
,,,65,061,2,30,6,22,,食料安定供給特別会計へ繰入,"89,000,000","86,300,000","2,700,000"
,,010,,,,,,,担い手育成・確保等対策費,,"225,294,209","241,275,052","△ 15,980,843"
,,,65,061,2,12,9,06,,諸謝金,"5,480","5,480",0
,,,06,061,2,12,9,06,,農業者年金等実施謝金,127,127,0
,,,65,061,2,12,2,08,,職員旅費,"107,731","107,367",364
,,,06,061,2,12,2,08,,農業者年金等実施業務旅費,"1,004","1,156",△ 152
,,,65,061,2,12,2,08,,委員等旅費,"4,988","6,521","△ 1,533"
,,,65,061,2,12,3,09,,庁費,"1,307,497","1,324,812","△ 17,315"
,,,65,061,2,12,3,09,,情報処理業務庁費,"625,464","348,587","276,877"
,,,06,061,2,12,3,09,,農業者年金等実施業務庁費,"1,824","1,812",12
,,,65,061,2,12,5,14,,担い手育成・確保等対策調査等委託費,"253,718","217,879","35,839"
,,,65,061,2,12,5,14,,担い手育成・確保等対策調査等地方公共団体委託費,"7,205","7,333",△ 128
,,,65,061,2,81,5,16,,担い手育成・確保等対策地方公共団体事業費補助金,"7,715,416","13,187,182","△ 5,471,766"
,,,65,061,1,82,5,16,,担い手育成・確保等対策地方公共団体整備費補助金,"588,440","637,307","△ 48,867"
,,,65,061,2,71,5,16,,担い手育成・確保等対策事業費補助金,"21,418,900","24,027,854","△ 2,608,954"
,,,95,061,2,40,5,16,,特例付加年金助成補助金,"1,073,198","1,106,106","△ 32,908"
,,,06,081,2,71,5,16,,農林漁業団体職員共済組合年金給付費補助金,"132,534","171,325","△ 38,791"
,,,06,081,2,71,5,16,,農林漁業団体職員共済組合事務費補助金,"80,891","90,094","△ 9,203"
,,,65,061,2,81,5,16,,被害農家営農資金利子補給等補助金,"5,043","5,043",0
,,,65,061,2,40,5,16,,株式会社日本政策金融公庫補助金,"53,131","53,901",△ 770
,,,65,061,2,71,5,16,,農業経営金融支援対策費補助金,"4,109,316","4,872,524","△ 763,208"
,,,06,061,2,71,5,16,,農業者年金給付費等負担金,"118,047,913","118,184,899","△ 136,986"
,,,65,061,2,40,5,16,,農業保険事業事務費負担金,"36,399,351","37,686,186","△ 1,286,835"
,,,65,061,2,40,5,16,,農業信用保険事業交付金,"6,191",0,"6,191"
,,,65,061,2,40,5,16,,農業経営収入保険特約補填金造成費交付金,"16,326,182","21,780,365","△ 5,454,183"
,,,65,061,2,40,5,16,,株式会社日本政策金融公庫補給金,"16,893,242","16,970,698","△ 77,456"
,,,65,061,2,40,5,16,,農業近代化資金利子補給金,"1,423","2,494","△ 1,071"
,,,65,061,1,95,9,24,,株式会社日本政策金融公庫出資金,"128,000","478,000","△ 350,000"
,,011,,,,,,,独立行政法人農業者年金基金運営費,,"3,369,452","3,352,029","17,423"
,,,95,061,2,40,5,16,,独立行政法人農業者年金基金農業者老齢年金等勘定運営費交付金,"1,315,731","1,298,630","17,101"
,,,95,061,2,40,5,16,,独立行政法人農業者年金基金特例付加年金勘定運営費交付金,"528,694","522,106","6,588"
,,,06,061,2,71,5,16,,独立行政法人農業者年金基金旧年金勘定運営費交付金,"1,481,429","1,483,302","△ 1,873"
,,,06,061,2,30,5,16,,独立行政法人農業者年金基金農地売買貸借等勘定運営費交付金,"43,598","47,991","△ 4,393"
,,012,,,,,,,農業経営安定事業費等食料安定供給特別会計へ繰入,,"82,445,850","83,003,176","△ 557,326"
,,,65,061,2,30,6,22,,食料安定供給特別会計へ繰入,"82,445,850","83,003,176","△ 557,326"
,,013,,,,,,,共済掛金国庫負担金等食料安定供給特別会計へ繰入,,"54,230,146","54,535,639","△ 305,493"
,,,65,061,2,40,6,22,,食料安定供給特別会計へ繰入,"54,230,146","54,535,639","△ 305,493"
,,014,,,,,,,農地集積・集約化等対策費,,"58,072,675","59,889,783","△ 1,817,108"
,,,95,061,2,12,9,06,,諸謝金,"1,936","2,192",△ 256
,,,65,061,2,12,9,06,,農地集積・集約化業務謝金,103,103,0
,,,95,061,2,12,2,08,,職員旅費,"15,071","16,685","△ 1,614"
,,,65,061,2,12,2,08,,農地集積・集約化業務職員旅費,"28,113","28,713",△ 600
,,,95,061,2,12,2,08,,委員等旅費,"1,243","1,380",△ 137
,,,65,061,2,12,2,08,,農地集積・集約化業務委員等旅費,389,193,196
,,,95,061,2,12,3,09,,庁費,"6,035","6,641",△ 606
,,,65,061,2,12,3,09,,農地集積・集約化業務庁費,"34,241","34,087",154
,,,65,061,2,12,3,09,,情報処理業務庁費,"2,520","2,474",46
,,,95,061,2,12,3,09,,土地利用調整等調査費,"5,131","5,648",△ 517
,,,65,061,2,12,3,09,,農地等価格鑑定料,"15,754","15,609",145
,,,65,061,2,12,5,14,,国有農地等管理処分委託費,"125,121","158,813","△ 33,692"
,,,65,061,2,94,4,15,,不動産購入費,"7,000","10,999","△ 3,999"
,,,65,061,2,71,5,16,,農地集積・集約化対策事業費補助金,"2,411,883","2,322,503","89,380"
,,,65,061,2,81,5,16,,農地集積・集約化対策地方公共団体事業費補助金,"6,141,762","7,363,342","△ 1,221,580"
,,,95,061,2,40,5,16,,優良農地確保・有効利用対策事業費補助金,"4,044,000","3,256,000","788,000"
,,,65,061,2,81,5,16,,都道府県農業委員会ネットワーク機構負担金,"515,477","513,773","1,704"
,,,65,061,2,81,5,16,,農地調整費交付金,"61,787","71,875","△ 10,088"
,,,65,061,2,81,5,16,,農地集積・集約化対策推進交付金,"8,203,002","9,484,164","△ 1,281,162"
,,,65,061,2,81,5,16,,国有農地等事務取扱交付金,"1,781,624","1,877,579","△ 95,955"
,,,65,061,2,81,5,16,,農業委員会交付金,"4,718,483","4,718,483",0
,,,65,061,1,82,5,16,,農地集積・集約化対策整備交付金,"29,950,000","29,832,000","118,000"
,,,95,061,2,85,5,16,,荒廃農地発生防止・解消対策交付金,0,"159,527","△ 159,527"
,,,65,061,2,95,9,20,,幼齢林等補償費,"2,000","7,000","△ 5,000"
,,015,,,,,,,農業生産基盤整備推進費,,"23,170,371","22,337,947","832,424"
,,,95,061,2,12,9,06,,諸謝金,911,979,△ 68
,,,95,061,2,12,2,08,,職員旅費,"32,856","37,802","△ 4,946"
,,,95,061,2,12,2,08,,委員等旅費,"2,049","2,186",△ 137
,,,95,061,2,12,3,09,,庁費,"19,780","24,941","△ 5,161"
,,,95,061,2,12,3,09,,農業農村整備等情報化推進調査費,"1,030,146","992,624","37,522"
,,,95,061,2,12,3,09,,土地利用調整等調査費,"46,474","46,078",396
,,,95,061,2,12,3,09,,農業生産基盤整備推進環境調査費,"75,155","63,337","11,818"
,,,95,061,2,12,5,14,,農業生産基盤整備推進調査等委託費,"600,000","600,000",0
,,,95,061,2,81,5,16,,農業生産基盤整備推進地方公共団体事業費補助金,"400,000","400,000",0
,,,95,061,1,82,5,16,,特殊自然災害対策整備費補助金,"150,000","150,000",0
,,,95,061,1,82,5,16,,農業水利施設保全管理整備交付金,"17,813,000","20,020,000","△ 2,207,000"
,,,95,061,2,81,5,16,,農業水利施設保全管理推進交付金,"3,000,000",0,"3,000,000"
,,016,,,,,,,海岸事業費,,"3,645,352","2,883,775","761,577"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"3,407,490","2,862,929","544,561"
,,,41,051,1,20,4,00,,営繕宿舎費,"12,862","15,846","△ 2,984"
,,,41,051,1,20,4,00,,海岸事業調査費,"5,000","5,000",0
,,,41,051,1,82,5,00,,海岸保全施設整備事業費補助,"220,000",0,"220,000"
,,017,,,,,,,農業生産基盤整備事業費,,"230,406,631","184,902,418","45,504,213"
,,,46,052,1,20,4,00,,かんがい排水事業費,"58,569,552","47,109,213","11,460,339"
,,,46,052,1,20,4,00,,国営造成施設管理費,"4,395,059","3,914,982","480,077"
,,,46,052,1,20,4,00,,農用地再編整備事業費,"4,938,025","3,616,391","1,321,634"
,,,46,052,1,20,4,00,,地すべり対策事業費,"195,465","758,797","△ 563,332"
,,,46,052,1,20,4,00,,総合農地防災事業費,"20,047,907","16,185,359","3,862,548"
,,,46,052,1,20,4,00,,営繕宿舎費,"1,260,397","1,107,864","152,533"
,,,46,052,1,20,4,00,,農業生産基盤整備事業調査費,"442,195","442,195",0
,,,46,052,1,82,5,00,,諸土地改良事業費補助,"888,044","530,542","357,502"
,,,46,052,1,82,5,00,,土地改良施設管理費補助,"8,243,474","8,138,477","104,997"
,,,46,052,1,82,5,00,,農業競争力強化基盤整備事業費補助,"59,329,180","42,603,256","16,725,924"
,,,46,052,1,82,5,00,,農村地域防災減災事業費補助,"62,713,333","51,136,342","11,576,991"
,,,46,052,1,82,5,00,,後進地域特例法適用団体等補助率差額,"9,384,000","9,359,000","25,000"
,,018,,,,,,,農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"11,447,000","12,631,599","△ 1,184,599"
,,,46,052,1,30,6,00,,食料安定供給特別会計へ繰入,"11,447,000","12,631,599","△ 1,184,599"
,,019,,,,,,,国産農産物生産・供給体制強化対策費,,"388,775,263","397,665,697","△ 8,890,434"
,,,65,061,2,12,9,06,,諸謝金,"17,895","17,220",675
,,,65,061,2,12,2,08,,職員旅費,"142,728","133,233","9,495"
,,,65,061,2,12,2,08,,委員等旅費,"22,124","20,565","1,559"
,,,65,061,2,12,3,09,,庁費,"207,714","195,685","12,029"
,,,65,061,2,12,3,09,,情報処理業務庁費,103,102,1
,,,65,061,2,12,3,09,,生産振興調査費,"7,259","7,127",132
,,,65,061,2,12,5,14,,国産農産物生産・供給体制強化対策調査等委託費,"364,677","267,724","96,953"
,,,65,061,2,40,5,16,,国産農産物生産・供給体制強化対策事業費補助金,"13,859,247","15,515,858","△ 1,656,611"
,,,65,061,2,30,5,16,,野菜価格安定対策費補助金,"3,000,000","2,115,449","884,551"
,,,65,061,2,81,5,16,,国産農産物生産・供給体制強化対策地方公共団体事業費補助金,"522,057",0,"522,057"
,,,65,061,2,40,5,16,,さとうきび・でん粉原料用かんしょ生産者経営安定対策事業費補助金,"32,557","32,492",65
,,,65,061,1,92,5,16,,国産農産物生産・供給体制強化対策整備費補助金,"89,216",0,"89,216"
,,,65,061,2,40,5,16,,鶏卵価格安定対策費補助金,"4,861,941","4,861,854",87
,,,65,061,2,81,5,16,,国産農産物生産・供給体制強化対策交付金,"1,120,082","1,010,346","109,736"
,,,65,061,2,40,5,16,,水田活用直接支払交付金,"321,500,000","330,400,000","△ 8,900,000"
,,,65,065,2,30,5,16,,甘味資源作物・国内産糖調整交付金,"10,050,906","9,448,770","602,136"
,,,65,061,2,81,5,16,,協同農業普及事業交付金,"2,430,803","2,408,502","22,301"
,,,65,061,2,40,5,16,,持続的酪農経営支援事業交付金,"6,237,000","6,921,977","△ 684,977"
,,,65,065,2,30,5,16,,農畜産業振興対策交付金,"24,308,954","24,308,793",161
,,020,,,,,,,牛肉等関税財源国産畜産物生産・供給体制強化対策費,,"38,014,889","38,139,619","△ 124,730"
,,,65,061,2,40,5,16,,牛肉等関税財源国産畜産物生産・供給体制強化対策費補助金,"983,519","961,178","22,341"
,,,65,061,2,40,5,16,,牛肉等関税財源飼料対策費補助金,"1,750,403","1,826,374","△ 75,971"
,,,65,065,2,30,5,16,,牛肉等関税財源畜産業振興対策交付金,"35,280,967","35,280,967",0
,,,65,061,2,40,5,16,,牛肉等関税財源飼料対策費交付金,0,"71,100","△ 71,100"
,,021,,,,,,,独立行政法人農畜産業振興機構運営費,,"2,608,337","2,367,133","241,204"
,,,65,065,2,30,5,16,,独立行政法人農畜産業振興機構野菜勘定運営費交付金,"489,371","357,098","132,273"
,,,65,065,2,30,5,16,,独立行政法人農畜産業振興機構砂糖勘定運営費交付金,"1,006,760","852,084","154,676"
,,,65,065,2,30,5,16,,独立行政法人農畜産業振興機構でん粉勘定運営費交付金,"314,305","310,761","3,544"
,,,65,065,2,30,5,16,,独立行政法人農畜産業振興機構畜産勘定運営費交付金,"737,272","793,004","△ 55,732"
,,,65,065,2,30,5,16,,独立行政法人農畜産業振興機構肉用子牛勘定運営費交付金,"60,629","54,186","6,443"
,,022,,,,,,,独立行政法人家畜改良センター運営費,,"6,662,070","7,109,470","△ 447,400"
,,,65,061,2,30,5,16,,独立行政法人家畜改良センター運営費交付金,"6,662,070","7,109,470","△ 447,400"
,,023,,,,,,,独立行政法人家畜改良センター施設整備費,,"151,038","148,468","2,570"
,,,65,061,1,30,5,16,,独立行政法人家畜改良センター施設整備費補助金,"151,038","148,468","2,570"
,,024,,,,,,,農林水産政策研究所,,"933,059","927,732","5,327"
,,,13,061,2,20,1,02,,職員基本給,"435,768","435,950",△ 182
,,,13,061,2,20,1,03,,職員諸手当,"242,554","237,770","4,784"
,,,13,061,2,20,1,04,,超過勤務手当,"10,995","10,818",177
,,,13,061,2,20,1,05,,短時間勤務職員給与,"5,982","5,998",△ 16
,,,13,089,2,20,1,05,,児童手当,"4,865","4,920",△ 55
,,,13,061,2,20,9,06,,諸謝金,"2,035","2,208",△ 173
,,,13,061,2,20,2,08,,職員旅費,"22,199","20,450","1,749"
,,,13,061,2,20,2,08,,受託研究等旅費,211,211,0
,,,13,061,2,20,2,08,,委員等旅費,"3,137","3,442",△ 305
,,,13,061,2,20,2,08,,外国研究者招へい旅費,"2,113","1,979",134
,,,13,061,2,20,3,09,,庁費,"92,279","90,618","1,661"
,,,13,061,2,20,3,09,,国会図書館支部庁費,"11,650","11,650",0
,,,13,061,2,20,3,09,,試験研究費,"57,123","53,717","3,406"
,,,13,061,2,20,3,09,,受託研究等調査費,116,115,1
,,,13,061,2,20,3,09,,招へい外国人滞在費,"1,359","1,336",23
,,,13,199,2,13,3,09,,自動車重量税,35,0,35
