所管,組織,,,,,,,,                             項目,,"平成27年度
成立予算額(千円)",補正要求,,,"改平成27年度
予算額(千円)"
,,,02,081,2,30,5,16,,国民健康保険組合介護納付金補助金,"29,361,677",0,"△ 292,624","△ 292,624","29,069,053"
,,,04,081,2,81,5,16,,地域介護・福祉空間整備推進交付金,"200,000","5,471,600",0,"5,471,600","5,671,600"
,,,04,083,2,86,5,16,,地域介護対策支援臨時特例交付金,0,"104,066,495",0,"104,066,495","104,066,495"
,,,04,083,1,82,5,16,,地域介護・福祉空間整備等施設整備交付金,"758,193","1,545,000",0,"1,545,000","2,303,193"
,,,04,081,2,12,9,06,,諸謝金外13目,"2,510,434,735",0,0,0,"2,510,434,735"
,,084,,,,,,,業務取扱費年金特別会計へ繰入,,"112,796,255",0,"△ 81,639","△ 81,639","112,714,616"
,,,04,081,2,30,6,22,,年金特別会計へ繰入,"112,796,255",0,"△ 81,639","△ 81,639","112,714,616"
,,085,,,,,,,国際機関活動推進費,,"11,868,394","1,906,718",0,"1,906,718","13,775,112"
,,,50,086,2,72,5,16,,政府開発援助世界保健機関等拠出金,"852,102","1,191,718",0,"1,191,718","2,043,820"
,,,95,086,2,72,5,16,,国際連合開発計画拠出金,0,"715,000",0,"715,000","715,000"
,,,95,016,2,72,5,16,,政府開発援助国際労働機関分担金外7目,"11,016,292",0,0,0,"11,016,292"
,,086,,,,,,,国際協力費,,"426,315",0,0,0,"426,315"
,,087,,,,,,,厚生労働科学研究等推進費,,"54,601,599","207,909",0,"207,909","54,809,508"
,,,13,087,2,86,5,16,,国立感染症研究所施設周辺安全対策等事業費補助金,0,"207,909",0,"207,909","207,909"
,,,13,087,2,12,9,06,,諸謝金外5目,"54,601,599",0,0,0,"54,601,599"
,,089,,,,,,,国立研究開発法人医薬基盤・健康・栄養研究所運営費,,"4,050,849",0,0,0,"4,050,849"
,,194,,,,,,,社会保障・税番号活用推進費,,"34,261,926",0,0,0,"34,261,926"
,,193,,,,,,,臨時福祉給付金等給付事業助成費,,"228,009,542","362,434,735",0,"362,434,735","590,444,277"
,,,04,083,2,12,2,08,,職員旅費,"4,360",659,0,659,"5,019"
,,,04,083,2,12,3,09,,臨時福祉給付金等給付事業庁費,"2,292,196","1,497,459",0,"1,497,459","3,789,655"
,,,04,083,2,86,5,16,,臨時福祉給付金等給付事務費補助金,"35,764,506","21,936,617",0,"21,936,617","57,701,123"
,,,04,083,2,86,5,16,,年金生活者等支援臨時福祉給付金給付事業費補助金,0,"339,000,000",0,"339,000,000","339,000,000"
,,,04,083,2,86,5,16,,臨時福祉給付金給付事業費補助金外2目,"189,948,480",0,0,0,"189,948,480"
,,091,,,,,,,水道施設整備事業調査諸費,,"3,000",0,0,0,"3,000"
,,191,,,,,,,水道施設災害復旧事業費,,"350,000","859,000",0,"859,000","1,209,000"
,,,49,088,1,92,5,00,,水道施設災害復旧事業費補助,"350,000","859,000",0,"859,000","1,209,000"
,検疫所,,,,,,,,,,"9,297,619",0,"△ 144,646","△ 144,646","9,152,973"
,,101,,,,,,,検疫所共通費,,"7,041,381",0,"△ 144,646","△ 144,646","6,896,735"
,,,05,086,2,11,1,02,,職員基本給,"3,807,139",0,"△ 83,656","△ 83,656","3,723,483"
,,,05,086,2,11,1,03,,職員諸手当,"1,944,643",0,"△ 7,697","△ 7,697","1,936,946"
,,,05,086,2,11,1,05,,短時間勤務職員給与,"262,690",0,"△ 50,383","△ 50,383","212,307"
,,,05,089,2,11,1,05,,児童手当,"36,960",0,"△ 2,910","△ 2,910","34,050"
,,,05,086,2,12,2,08,,職員旅費外8目,"989,949",0,0,0,"989,949"
,,103,,,,,,,検疫業務等実施費,,"661,765",0,0,0,"661,765"
,,104,,,,,,,輸入食品検査業務実施費,,"1,594,473",0,0,0,"1,594,473"
,国立ハンセン病療養所,,,,,,,,,,"32,240,034",0,"△ 200,581","△ 200,581","32,039,453"
,,111,,,,,,,国立ハンセン病療養所共通費,,"18,238,056",0,"△ 200,581","△ 200,581","18,037,475"
,,,05,086,2,11,1,04,,超過勤務手当,"1,211,601",0,"△ 200,581","△ 200,581","1,011,020"
,,,05,086,2,12,2,08,,職員旅費外10目,"17,026,455",0,0,0,"17,026,455"
,,112,,,,,,,国立ハンセン病療養所施設費,,"3,430,024",0,0,0,"3,430,024"
,,113,,,,,,,国立ハンセン病療養所運営費,,"10,571,954",0,0,0,"10,571,954"
,厚生労働本省試験研究機関,,,,,,,,,,"13,164,852","28,950","△ 27,806","1,144","13,165,996"
,,121,,,,,,,厚生労働本省試験研究所共通費,,"7,445,942",0,"△ 27,806","△ 27,806","7,418,136"
,,,13,087,2,11,1,05,,短時間勤務職員給与,"164,497",0,"△ 21,526","△ 21,526","142,971"
,,,13,089,2,11,1,05,,児童手当,"46,550",0,"△ 6,280","△ 6,280","40,270"
,,,13,087,2,12,2,08,,職員旅費外10目,"7,234,895",0,0,0,"7,234,895"
,,122,,,,,,,厚生労働本省試験研究所施設費,,"2,283,741","28,950",0,"28,950","2,312,691"
,,,13,087,1,20,4,15,,施設整備費,"2,276,061","28,950",0,"28,950","2,305,011"
,,,13,087,1,20,2,08,,施設施工旅費外1目,"7,680",0,0,0,"7,680"
,,123,,,,,,,血清等製造及検定費,,"462,554",0,0,0,"462,554"
,,124,,,,,,,厚生労働本省試験研究所試験研究費,,"2,972,615",0,0,0,"2,972,615"
,国立更生援護機関,,,,,,,,,,"9,045,554",0,"△ 28,000","△ 28,000","9,017,554"
,,131,,,,,,,国立更生援護機関共通費,,"6,134,944",0,"△ 20,423","△ 20,423","6,114,521"
,,,04,083,2,11,1,05,,短時間勤務職員給与,"35,971",0,"△ 16,988","△ 16,988","18,983"
,,,04,089,2,11,1,05,,児童手当,"44,670",0,"△ 3,435","△ 3,435","41,235"
,,,04,083,2,12,2,08,,職員旅費外9目,"6,054,303",0,0,0,"6,054,303"
,,132,,,,,,,国立更生援護機関施設費,,"422,678",0,0,0,"422,678"
,,133,,,,,,,国立児童自立支援施設運営費,,"150,177",0,0,0,"150,177"
,,134,,,,,,,国立更生援護所運営費,,"2,337,755",0,"△ 7,577","△ 7,577","2,330,178"
,,,04,083,2,11,1,05,,非常勤職員手当,"65,153",0,"△ 7,577","△ 7,577","57,576"
,,,04,083,2,12,9,06,,諸謝金外15目,"2,272,602",0,0,0,"2,272,602"
,地方厚生局,,,,,,,,,,"16,564,681",0,"△ 40,183","△ 40,183","16,524,498"
,,141,,,,,,,地方厚生局共通費,,"14,434,499",0,"△ 40,183","△ 40,183","14,394,316"
,,,95,089,2,11,1,05,,短時間勤務職員給与,"129,458",0,"△ 40,183","△ 40,183","89,275"
,,,95,089,2,12,9,06,,諸謝金外13目,"14,305,041",0,0,0,"14,305,041"
,,142,,,,,,,保険医療機関等指導監督等実施費,,"1,094,081",0,0,0,"1,094,081"
,,143,,,,,,,医師等国家試験実施費,,"432,011",0,0,0,"432,011"
,,144,,,,,,,麻薬・覚せい剤等対策費,,"514,250",0,0,0,"514,250"
,,145,,,,,,,医療観察等実施費,,"89,840",0,0,0,"89,840"
,都道府県労働局,,,,,,,,,,"95,949,576",0,"△ 8,693","△ 8,693","95,940,883"
,,151,,,,,,,都道府県労働局共通費,,"87,034,250",0,0,0,"87,034,250"
,,152,,,,,,,都道府県労働局施設費,,"199,660",0,0,0,"199,660"
,,153,,,,,,,労働条件確保・改善対策費,,"620,906",0,△ 205,△ 205,"620,701"
,,,95,083,2,11,1,05,,委員手当,"216,894",0,△ 205,△ 205,"216,689"
,,,95,083,2,12,9,06,,諸謝金外5目,"404,012",0,0,0,"404,012"
,,155,,,,,,,個別労働紛争対策費,,"71,259",0,"△ 8,488","△ 8,488","62,771"
,,,95,083,2,11,1,05,,委員手当,"64,083",0,"△ 8,488","△ 8,488","55,595"
,,,95,083,2,12,9,06,,諸謝金外3目,"7,176",0,0,0,"7,176"
,,156,,,,,,,職業紹介事業等実施費,,"41,015",0,0,0,"41,015"
,,157,,,,,,,高齢者等雇用安定・促進費,,"7,880,406",0,0,0,"7,880,406"
,,158,,,,,,,男女均等雇用対策費,,"102,080",0,0,0,"102,080"
,中央労働委員会,,,,,,,,,,"1,545,209",0,"△ 88,279","△ 88,279","1,456,930"
,,161,,,,,,,中央労働委員会共通費,,"1,187,319",0,"△ 88,255","△ 88,255","1,099,064"
,,,95,016,2,11,1,02,,職員基本給,"642,159",0,"△ 44,182","△ 44,182","597,977"
,,,95,016,2,11,1,04,,超過勤務手当,"75,922",0,"△ 41,665","△ 41,665","34,257"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"21,070",0,△ 168,△ 168,"20,902"
,,,95,089,2,11,1,05,,児童手当,"4,800",0,"△ 2,240","△ 2,240","2,560"
,,,95,016,2,12,3,09,,庁費外2目,"443,368",0,0,0,"443,368"
,,162,,,,,,,労使関係等安定形成促進費,,"357,890",0,△ 24,△ 24,"357,866"
,,,95,016,2,11,1,05,,委員手当,"234,384",0,△ 24,△ 24,"234,360"
,,,95,016,2,12,9,06,,諸謝金外7目,"123,506",0,0,0,"123,506"
農林水産省,農林水産本省,,,,,,,,,,"1,545,785,476","221,177,745","△ 2,324,086","218,853,659","1,764,639,135"
,,001,,,,,,,農林水産本省共通費,,"93,399,737",0,"△ 2,092,644","△ 2,092,644","91,307,093"
,,,95,016,2,11,1,02,,職員基本給,"17,649,346",0,"△ 624,812","△ 624,812","17,024,534"
,,,95,016,2,11,1,03,,職員諸手当,"8,808,244",0,"△ 70,269","△ 70,269","8,737,975"
,,,95,016,2,11,1,05,,非常勤職員手当,"131,311",0,"△ 7,511","△ 7,511","123,800"
,,,95,016,2,11,1,05,,休職者給与,"704,267",0,"△ 173,247","△ 173,247","531,020"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"662,466",0,"△ 181,448","△ 181,448","481,018"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"178,746",0,"△ 77,154","△ 77,154","101,592"
,,,95,016,2,15,1,05,,公務災害補償費,"403,075",0,"△ 90,034","△ 90,034","313,041"
,,,95,016,2,11,1,05,,退職手当,"21,520,030",0,"△ 620,183","△ 620,183","20,899,847"
,,,95,089,2,11,1,05,,児童手当,"260,750",0,"△ 35,905","△ 35,905","224,845"
,,,95,016,2,12,2,08,,外国留学旅費,"63,802",0,"△ 3,055","△ 3,055","60,747"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"23,775,784",0,"△ 209,026","△ 209,026","23,566,758"
,,,95,016,2,12,9,06,,諸謝金外24目,"19,241,916",0,0,0,"19,241,916"
,,002,,,,,,,農林水産本省施設費,,"390,497",0,0,0,"390,497"
,,003,,,,,,,食の安全・消費者の信頼確保対策費,,"9,777,901",0,0,0,"9,777,901"
,,004,,,,,,,独立行政法人農林水産消費安全技術センター運営費,,"6,750,890",0,0,0,"6,750,890"
,,005,,,,,,,独立行政法人農林水産消費安全技術センター施設整備費,,"58,118",0,0,0,"58,118"
,,006,,,,,,,国産農畜産物・食農連携強化対策費,,"71,073,214","130,222,808",0,"130,222,808","201,296,022"
,,,65,061,2,12,5,14,,国産農畜産物・食農連携強化対策調査等委託費,"934,445","235,000",0,"235,000","1,169,445"
,,,65,061,2,40,5,16,,国産農畜産物・食農連携強化対策事業費補助金,"11,205,386","124,802,808",0,"124,802,808","136,008,194"
,,,65,061,1,92,5,16,,国産農畜産物・食農連携強化対策整備費補助金,0,"4,485,000",0,"4,485,000","4,485,000"
,,,65,061,2,40,5,16,,飼料自給率向上対策費補助金,"216,568","700,000",0,"700,000","916,568"
,,,65,061,2,12,9,06,,諸謝金外14目,"58,716,815",0,0,0,"58,716,815"
,,007,,,,,,,牛肉等関税財源国産畜産物・食農連携強化対策費,,"59,789,702",0,0,0,"59,789,702"
,,008,,,,,,,独立行政法人農畜産業振興機構運営費,,"1,759,777",0,0,0,"1,759,777"
,,009,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構運営費,,"1,580,658",0,0,0,"1,580,658"
,,010,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,,"92,791",0,0,0,"92,791"
,,011,,,,,,,独立行政法人家畜改良センター運営費,,"7,310,904",0,0,0,"7,310,904"
,,012,,,,,,,独立行政法人家畜改良センター施設整備費,,"148,468",0,0,0,"148,468"
,,019,,,,,,,農業・食品産業強化対策費,,"23,084,773","4,299,550",0,"4,299,550","27,384,323"
,,,65,061,1,82,5,16,,農業・食品産業強化対策整備交付金,"23,084,773","4,299,550",0,"4,299,550","27,384,323"
,,013,,,,,,,食料安全保障確立対策費,,"12,296,674",0,"△ 36,610","△ 36,610","12,260,064"
,,,65,061,2,12,5,14,,食料安全保障確立対策調査等委託費,"251,769",0,"△ 7,050","△ 7,050","244,719"
,,,65,061,2,72,5,16,,国際捕鯨委員会等分担金,"671,486",0,"△ 29,560","△ 29,560","641,926"
,,,65,061,2,12,9,06,,諸謝金外14目,"11,373,419",0,0,0,"11,373,419"
,,014,,,,,,,食料安全保障確立対策費食料安定供給特別会計へ繰入,,"96,400,000",0,0,0,"96,400,000"
,,015,,,,,,,農業経営対策費,,"611,207,632","34,680,339",0,"34,680,339","645,887,971"
,,,65,061,2,81,5,16,,農業経営対策地方公共団体事業費補助金,"11,162,096","5,370,132",0,"5,370,132","16,532,228"
,,,65,061,2,40,5,16,,農業経営対策事業費補助金,"19,798,647","2,308,474",0,"2,308,474","22,107,121"
,,,65,061,2,95,5,16,,農業経営金融支援対策費補助金,"7,320,717","8,295,600",0,"8,295,600","15,616,317"
,,,65,061,2,40,5,16,,経営所得安定対策交付金,"391,582,617","16,046,283",0,"16,046,283","407,628,900"
,,,65,061,1,95,9,24,,株式会社日本政策金融公庫出資金,"168,000","2,659,850",0,"2,659,850","2,827,850"
,,,65,061,2,12,9,06,,諸謝金外19目,"181,175,555",0,0,0,"181,175,555"
,,016,,,,,,,独立行政法人農業者年金基金運営費,,"3,441,259",0,0,0,"3,441,259"
,,017,,,,,,,農業経営安定事業費等食料安定供給特別会計へ繰入,,"65,005,689",0,0,0,"65,005,689"
,,018,,,,,,,共済掛金国庫負担金等食料安定供給特別会計へ繰入,,"51,653,349",0,"△ 35,473","△ 35,473","51,617,876"
,,,65,061,2,40,6,22,,食料安定供給特別会計へ繰入,"51,653,349",0,"△ 35,473","△ 35,473","51,617,876"
,,020,,,,,,,優良農地確保・有効利用対策費,,"44,631,017","1,000,000",0,"1,000,000","45,631,017"
,,,65,061,2,81,5,16,,農地集積・集約化対策推進交付金,0,"1,000,000",0,"1,000,000","1,000,000"
,,,95,061,2,12,9,06,,諸謝金外23目,"44,631,017",0,0,0,"44,631,017"
,,021,,,,,,,農業生産基盤保全管理等推進費,,"7,970,563",0,0,0,"7,970,563"
,,022,,,,,,,農業生産基盤保全管理・整備事業費,,"56,443,328","2,700,000",0,"2,700,000","59,143,328"
,,,46,052,1,20,4,00,,かんがい排水事業費,"40,980,467","700,000",0,"700,000","41,680,467"
,,,46,052,1,20,4,00,,農用地再編整備事業費,"1,511,436","2,000,000",0,"2,000,000","3,511,436"
,,,46,052,1,20,4,00,,国営造成施設管理費外4目,"13,951,425",0,0,0,"13,951,425"
,,023,,,,,,,農業生産基盤保全管理・整備事業費食料安定供給特別会計へ繰入,,"9,588,000",0,"△ 49,387","△ 49,387","9,538,613"
,,,46,052,1,30,6,00,,食料安定供給特別会計へ繰入,"9,588,000",0,"△ 49,387","△ 49,387","9,538,613"
,,178,,,,,,,農業競争力強化基盤整備事業費,,"45,032,875","32,980,000",0,"32,980,000","78,012,875"
,,,46,052,1,82,5,00,,農業競争力強化基盤整備事業費補助,"40,910,875","32,980,000",0,"32,980,000","73,890,875"
,,,46,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"4,122,000",0,0,0,"4,122,000"
,,024,,,,,,,環境保全型農業生産対策費,,"3,020,945",0,0,0,"3,020,945"
,,025,,,,,,,農山漁村6次産業化対策費,,"10,290,159","310,000","△ 10,029","299,971","10,590,130"
,,,65,061,2,12,3,09,,情報処理業務庁費,"81,044",0,"△ 10,029","△ 10,029","71,015"
,,,65,061,2,12,5,14,,農山漁村6次産業化対策調査等委託費,"2,159,356","300,000",0,"300,000","2,459,356"
,,,65,061,2,40,5,16,,農山漁村6次産業化対策事業費補助金,"4,746,081","10,000",0,"10,000","4,756,081"
,,,65,061,2,12,9,06,,諸謝金外8目,"3,303,678",0,0,0,"3,303,678"
,,026,,,,,,,独立行政法人種苗管理センター運営費,,"2,811,128",0,0,0,"2,811,128"
,,027,,,,,,,独立行政法人種苗管理センター施設整備費,,"197,627","398,903",0,"398,903","596,530"
,,,65,061,1,30,5,16,,独立行政法人種苗管理センター施設整備費補助金,"197,627","398,903",0,"398,903","596,530"
,,028,,,,,,,都市農村交流等対策費,,"2,985,518","400,000",0,"400,000","3,385,518"
,,,95,061,2,81,5,16,,訪日外国人旅行者受入促進事業費補助金,0,"80,000",0,"80,000","80,000"
,,,95,061,1,82,5,16,,訪日外国人旅行者受入促進整備費補助金,0,"320,000",0,"320,000","320,000"
,,,95,061,2,12,9,06,,諸謝金外8目,"2,985,518",0,0,0,"2,985,518"
,,029,,,,,,,農村地域資源等保全推進費,,"78,374,096","200,000",0,"200,000","78,574,096"
,,,95,061,1,82,5,16,,特殊自然災害対策整備費補助金,"100,000","200,000",0,"200,000","300,000"
,,,95,061,2,12,9,06,,諸謝金外8目,"78,274,096",0,0,0,"78,274,096"
,,030,,,,,,,海岸事業費,,"2,962,799",0,0,0,"2,962,799"
,,031,,,,,,,農地等保全事業費,,"42,300,890","4,192,000",0,"4,192,000","46,492,890"
,,,46,052,1,20,4,00,,総合農地防災事業費,"11,562,359","300,000",0,"300,000","11,862,359"
,,,46,052,1,82,5,00,,農村地域防災減災事業費補助,"26,781,000","3,892,000",0,"3,892,000","30,673,000"
,,,46,052,1,20,4,00,,地すべり対策事業費外2目,"3,957,531",0,0,0,"3,957,531"
,,032,,,,,,,農地等保全事業費食料安定供給特別会計へ繰入,,"4,249,000",0,"△ 9,958","△ 9,958","4,239,042"
,,,46,052,1,30,6,00,,食料安定供給特別会計へ繰入,"4,249,000",0,"△ 9,958","△ 9,958","4,239,042"
,,034,,,,,,,農山漁村活性化対策費,,"15,650,000","1,200,000",0,"1,200,000","16,850,000"
,,,95,061,1,82,5,16,,農山漁村活性化対策整備交付金,"11,104,386",0,0,0,"11,104,386"
,,,95,061,2,85,5,16,,農山漁村活性化対策推進交付金,"4,545,614","1,200,000",0,"1,200,000","5,745,614"
,,035,,,,,,,農山漁村地域整備事業費,,"87,308,000",0,0,0,"87,308,000"
,,036,,,,,,,農林水産政策研究所,,"933,230",0,"△ 56,772","△ 56,772","876,458"
,,,13,061,2,11,1,02,,職員基本給,"445,768",0,"△ 36,887","△ 36,887","408,881"
,,,13,061,2,11,1,03,,職員諸手当,"230,357",0,"△ 14,561","△ 14,561","215,796"
,,,13,061,2,11,1,05,,短時間勤務職員給与,"5,800",0,"△ 2,959","△ 2,959","2,841"
,,,13,089,2,11,1,05,,児童手当,"6,000",0,"△ 2,365","△ 2,365","3,635"
,,,13,061,2,12,9,06,,諸謝金外11目,"245,305",0,0,0,"245,305"
,,037,,,,,,,農林水産業地球環境対策費,,"91,505",0,"△ 2,611","△ 2,611","88,894"
,,,95,061,2,12,5,14,,農林水産業地球環境対策調査等委託費,"65,350",0,"△ 2,611","△ 2,611","62,739"
,,,95,061,2,12,9,06,,諸謝金外3目,"26,155",0,0,0,"26,155"
,,038,,,,,,,農林水産統計調査費,,"4,224,428",0,"△ 30,602","△ 30,602","4,193,826"
,,,95,061,2,11,1,05,,統計調査員手当,"867,042",0,"△ 30,602","△ 30,602","836,440"
,,,95,061,2,12,9,06,,諸謝金外10目,"3,357,386",0,0,0,"3,357,386"
,,039,,,,,,,風水害等対策費,,"25,000","154,325",0,"154,325","179,325"
,,,95,061,2,82,5,16,,農林水産業共同利用施設災害復旧事業費補助金,"25,000","154,325",0,"154,325","179,325"
,,040,,,,,,,受託工事等実施費,,"2,175,118",0,0,0,"2,175,118"
,,041,,,,,,,海岸事業調査諸費,,"3,686",0,0,0,"3,686"
,,042,,,,,,,農業生産基盤保全管理・整備事業調査諸費,,"1,134,823",0,0,0,"1,134,823"
,,043,,,,,,,農業施設災害復旧事業費,,"8,001,124","8,408,820",0,"8,408,820","16,409,944"
,,,49,053,1,20,4,00,,農業用施設災害復旧費,"136,370","2,820",0,"2,820","139,190"
,,,49,053,1,20,4,00,,地すべり防止施設災害復旧費,"12,754",0,0,0,"12,754"
,,,49,053,1,82,5,00,,農業用施設災害復旧事業費補助,"4,968,000","5,458,000",0,"5,458,000","10,426,000"
,,,49,053,1,82,5,00,,農地災害復旧事業費補助,"2,784,000","2,178,000",0,"2,178,000","4,962,000"
,,,49,053,1,82,5,00,,海岸保全施設等災害復旧事業費補助,"100,000","770,000",0,"770,000","870,000"
,,044,,,,,,,農業施設災害関連事業費,,"158,584","31,000",0,"31,000","189,584"
,,,49,053,1,82,5,00,,農業用施設等災害関連事業費補助,"136,000","31,000",0,"31,000","167,000"
,,,49,053,1,20,4,00,,地すべり対策災害関連緊急事業費外1目,"22,584",0,0,0,"22,584"
,農林水産本省検査指導機関,,,,,,,,,,"15,035,442","590,075","△ 41,983","548,092","15,583,534"
,,051,,,,,,,農林水産本省検査指導所,,"14,753,243",0,"△ 41,983","△ 41,983","14,711,260"
,,,65,061,2,11,1,02,,職員基本給,"6,803,899",0,"△ 41,983","△ 41,983","6,761,916"
,,,65,061,2,12,9,06,,諸謝金外15目,"7,949,344",0,0,0,"7,949,344"
,,052,,,,,,,農林水産本省検査指導所施設費,,"282,199","590,075",0,"590,075","872,274"
,,,65,061,1,20,2,08,,施設施工旅費,"4,411",75,0,75,"4,486"
,,,65,061,1,20,3,09,,施設施工庁費,"31,697","53,000",0,"53,000","84,697"
,,,65,061,1,20,4,15,,施設整備費,"246,091","537,000",0,"537,000","783,091"
,農林水産技術会議,,,,,,,,,,"66,499,956","10,000,000","△ 40,351","9,959,649","76,459,605"
,,061,,,,,,,農林水産技術会議共通費,,"2,521,911",0,"△ 28,780","△ 28,780","2,493,131"
,,,13,061,2,11,1,02,,職員基本給,"1,038,504",0,"△ 23,930","△ 23,930","1,014,574"
,,,13,061,2,11,1,05,,短時間勤務職員給与,"18,983",0,△ 690,△ 690,"18,293"
,,,13,089,2,11,1,05,,児童手当,"18,140",0,"△ 4,160","△ 4,160","13,980"
,,,13,061,2,12,9,06,,諸謝金外13目,"1,446,284",0,0,0,"1,446,284"
,,062,,,,,,,農林水産技術会議施設費,,"106,368",0,0,0,"106,368"
,,063,,,,,,,農林水産業研究開発費,,"12,614,526",0,"△ 11,571","△ 11,571","12,602,955"
,,,13,061,2,12,3,09,,電子計算機等借料,"541,454",0,"△ 11,571","△ 11,571","529,883"
,,,13,061,2,12,9,06,,諸謝金外9目,"12,073,072",0,0,0,"12,073,072"
,,064,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構運営費,,"37,712,898","10,000,000",0,"10,000,000","47,712,898"
,,,13,061,2,30,5,16,,国立研究開発法人農業・食品産業技術総合研究機構農業技術研究業務勘定運営費交付金,"36,358,390","2,390,000",0,"2,390,000","38,748,390"
,,,13,061,2,30,5,16,,国立研究開発法人農業・食品産業技術総合研究機構基礎的研究業務勘定運営費交付金,"1,354,508","7,610,000",0,"7,610,000","8,964,508"
,,065,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,,"328,117",0,0,0,"328,117"
,,066,,,,,,,国立研究開発法人農業生物資源研究所運営費,,"6,664,898",0,0,0,"6,664,898"
,,068,,,,,,,国立研究開発法人農業環境技術研究所運営費,,"2,947,729",0,0,0,"2,947,729"
,,069,,,,,,,国立研究開発法人農業環境技術研究所施設整備費,,"248,553",0,0,0,"248,553"
,,070,,,,,,,国立研究開発法人国際農林水産業研究センター運営費,,"3,354,956",0,0,0,"3,354,956"
,地方農政局,,,,,,,,,,"87,831,158",180,"△ 1,212,310","△ 1,212,130","86,619,028"
,,081,,,,,,,地方農政局,,"68,375,419",0,"△ 1,162,639","△ 1,162,639","67,212,780"
,,,95,061,2,11,1,02,,職員基本給,"40,685,822",0,"△ 991,683","△ 991,683","39,694,139"
,,,95,061,2,11,1,03,,職員諸手当,"18,973,844",0,"△ 144,048","△ 144,048","18,829,796"
,,,95,061,2,11,1,05,,非常勤職員手当,"19,307",0,"△ 1,038","△ 1,038","18,269"
,,,95,061,2,11,1,05,,短時間勤務職員給与,"411,301",0,"△ 20,215","△ 20,215","391,086"
,,,95,089,2,11,1,05,,児童手当,"412,970",0,"△ 5,655","△ 5,655","407,315"
,,,95,061,2,12,9,06,,諸謝金外13目,"7,872,175",0,0,0,"7,872,175"
,,082,,,,,,,地方農政局施設費,,"246,296",0,0,0,"246,296"
,,083,,,,,,,海岸事業工事諸費,,"321,515",0,"△ 7,177","△ 7,177","314,338"
,,,41,051,1,20,1,02,,職員基本給,"133,649",0,"△ 4,140","△ 4,140","129,509"
,,,41,089,1,11,1,05,,児童手当,"4,445",0,"△ 1,395","△ 1,395","3,050"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"49,715",0,"△ 1,642","△ 1,642","48,073"
,,,41,051,1,20,9,06,,諸謝金外10目,"133,706",0,0,0,"133,706"
,,084,,,,,,,農業生産基盤保全管理・整備事業等工事諸費,,"18,886,084",0,"△ 42,494","△ 42,494","18,843,590"
,,,46,052,1,20,1,05,,短時間勤務職員給与,"203,401",0,"△ 28,014","△ 28,014","175,387"
,,,46,089,1,11,1,05,,児童手当,"165,705",0,"△ 14,480","△ 14,480","151,225"
,,,46,052,1,20,9,06,,諸謝金外14目,"18,516,978",0,0,0,"18,516,978"
,,085,,,,,,,農業施設災害復旧事業等工事諸費,,"1,844",180,0,180,"2,024"
,,,49,053,1,20,1,04,,超過勤務手当,652,63,0,63,715
,,,49,053,1,20,2,08,,日額旅費,111,11,0,11,122
,,,49,053,1,20,3,09,,工事雑費,"1,081",106,0,106,"1,187"
,北海道農政事務所,,,,,,,,,,"4,720,552",0,"△ 77,369","△ 77,369","4,643,183"
,,091,,,,,,,北海道農政事務所,,"4,720,552",0,"△ 77,369","△ 77,369","4,643,183"
,,,95,061,2,11,1,02,,職員基本給,"2,661,193",0,"△ 38,898","△ 38,898","2,622,295"
,,,95,061,2,11,1,03,,職員諸手当,"1,372,120",0,"△ 16,438","△ 16,438","1,355,682"
,,,95,061,2,11,1,05,,短時間勤務職員給与,"29,056",0,"△ 18,473","△ 18,473","10,583"
,,,95,089,2,11,1,05,,児童手当,"27,680",0,"△ 3,560","△ 3,560","24,120"
,,,95,061,2,12,9,06,,諸謝金外14目,"630,503",0,0,0,"630,503"
,林野庁,,,,,,,,,,"275,831,577","57,771,000","△ 2,092,015","55,678,985","331,510,562"
,,101,,,,,,,林野庁共通費,,"32,814,860",0,"△ 540,592","△ 540,592","32,274,268"
,,,95,061,2,11,1,02,,職員基本給,"12,891,248",0,"△ 309,621","△ 309,621","12,581,627"
,,,95,061,2,11,1,03,,職員諸手当,"6,402,719",0,"△ 34,617","△ 34,617","6,368,102"
,,,95,061,2,11,1,05,,委員手当,"4,168",0,△ 68,△ 68,"4,100"
,,,95,061,2,11,1,05,,非常勤職員手当,"493,094",0,"△ 66,761","△ 66,761","426,333"
,,,95,061,2,11,1,05,,短時間勤務職員給与,"412,831",0,"△ 81,508","△ 81,508","331,323"
,,,95,089,2,11,1,05,,児童手当,"198,180",0,"△ 17,590","△ 17,590","180,590"
,,,95,061,2,11,5,16,,国家公務員共済組合負担金,"4,690,006",0,"△ 30,427","△ 30,427","4,659,579"
,,,95,061,2,12,9,06,,諸謝金外16目,"7,722,614",0,0,0,"7,722,614"
,,102,,,,,,,林野庁施設費,,"1,113,927",0,0,0,"1,113,927"
